"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.lang.Object getContent()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.lang.Object getContent()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.lang.Object getContent()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.lang.Object getContent()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.lang.Object getContent()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.io.InputStream openStream()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.io.InputStream openStream()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.io.InputStream openStream()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.io.InputStream openStream()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.io.InputStream openStream()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void release()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.os.PowerManager$WakeLock: void release()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.os.PowerManager$WakeLock: void release()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.os.PowerManager$WakeLock: void release()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.os.PowerManager$WakeLock: void release()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.os.PowerManager$WakeLock: void release()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void pause()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void pause()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void pause()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void pause()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void pause()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.WAKE_LOCK","<android.media.MediaPlayer: void start()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.xxx.yyy.MyService: void onStart(android.content.Intent,int)>","<android.database.Cursor: java.lang.String getString(int)>","<android.database.sqlite.SQLiteDatabase: android.database.Cursor query(java.lang.String,java.lang.String[],java.lang.String,java.lang.String[],java.lang.String,java.lang.String,java.lang.String)>","<android.net.ConnectivityManager: android.net.NetworkInfo getActiveNetworkInfo()>","<android.database.sqlite.SQLiteOpenHelper: android.database.sqlite.SQLiteDatabase getReadableDatabase()>","<android.app.PendingIntent: android.app.PendingIntent getBroadcast(android.content.Context,int,android.content.Intent,int)>","<android.net.NetworkInfo: java.lang.String getTypeName()>","<android.net.NetworkInfo: java.lang.String getExtraInfo()>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity: void onCreate(android.os.Bundle)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.PlayingListActivity: boolean onOptionsItemSelected(android.view.MenuItem)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.MusicActivity$9: void onClick(android.content.DialogInterface,int)>"
"/home/wyang/workspace/CommandLine/AppContext_Genome/InstrumentedMaliciousAppAPKOnly/ADRD/32cd5dbef434b926ce34e89f0d185fe8d1b5fdfb.apk","android.permission.INTERNET","<java.net.URL: java.net.URLConnection openConnection()>","<com.ophone.MiniPlayer.LogoActivity: void onCreate(android.os.Bundle)>"
